id,label,timeset,indegree,outdegree,degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
MonetDBLite,,,3,0,3,0.0,0.0,0.0,0.0,0.0012537898,0.0,25,1.1276888059112403E-4,0,3324,0.0,0.014301617687742225
PopED,,,5,0,5,0.0,0.0,0.0,0.0,0.04179003,0.0,25,1.1154127758855253E-4,0,1164,0.05000000074505806,0.12509651720269777
datadr,,,6,1,7,1.0,1.0,1.0,6.2,0.010179623,7.005691E-4,25,1.183046288889329E-4,0,1319,0.095238097012043,0.08192568080152346
markmyassignment,,,3,0,3,0.0,0.0,0.0,0.0,0.003154918,0.0,25,1.1228959690244198E-4,0,3323,0.0,0.05132789256619209
globals,,,1,1,2,3.0,0.45161290322580644,0.4880952380952381,12.999999999999998,9.40428E-5,2.4835492E-5,65,1.107939906203587E-4,0,3322,0.0,0.004767205895914075
STAR,,,5,0,5,0.0,0.0,0.0,0.0,0.0031427254,0.0,25,1.4075034321884433E-4,0,3317,0.0,0.04800224716039474
foreach,,,2,250,252,6.0,0.4367555303460011,0.5746969696969664,1079.4999999999998,6.1975693E-4,0.105518684,10,1.1239560468456178E-4,0,3316,0.003493960713967681,0.00953441179182815
pkgmaker,,,5,4,9,6.0,0.2981651376146789,0.3141880341880328,558.9166666666667,0.00330723,0.0011045681,10,1.3133459197555325E-4,0,3127,0.125,0.0342937610251872
MonetDB.R,,,3,0,3,0.0,0.0,0.0,0.0,0.0012537898,0.0,25,1.1276888059112403E-4,0,3118,0.0,0.014301617687742225
multcomp,,,5,31,36,5.0,0.4570446735395189,0.5553884711779448,623.4833333333333,0.0059772576,0.012350461,45,2.038321202142406E-4,0,3117,0.01746031828224659,0.045175707039594976
pryr,,,3,11,14,2.0,0.9230769230769231,0.9583333333333334,43.45,0.0049227476,0.0042700963,25,1.116217745332402E-4,0,3083,0.0,0.024759349233359047
svTools,,,2,0,2,0.0,0.0,0.0,0.0,1.2296376E-4,0.0,54,1.2200528906978027E-4,0,3077,0.0,0.00953441179182815
packS4,,,1,0,1,0.0,0.0,0.0,0.0,9.40428E-5,0.0,10,1.107939906203587E-4,0,3076,0.0,0.004767205895914075
coefplot,,,5,1,6,1.0,1.0,1.0,21.0,0.024075927,8.815164E-5,17,2.0213820276996882E-4,0,1017,0.2666666805744171,0.25618534348736227
coenocliner,,,0,1,1,1.0,1.0,1.0,0.0,0.0,8.070023E-4,25,1.0551808546768973E-4,0,3326,0.0,0.0
HTSSIP,,,6,0,6,0.0,0.0,0.0,0.0,0.02805723,0.0,25,1.9741944398215543E-4,0,1239,0.13333334028720856,0.1350925888714202
coin,,,4,17,21,4.0,0.5232558139534884,0.6425925925925923,219.2,0.005960975,0.007002253,45,1.1918914454808626E-4,0,3113,0.02380952425301075,0.06375611129115401
party,,,7,14,21,3.0,0.6666666666666666,0.7628205128205128,259.5,0.006804245,0.0076384884,10,1.385122817277041E-4,0,3112,0.02142857201397419,0.11424264021717467
nlnet,,,3,0,3,0.0,0.0,0.0,0.0,0.0025947182,0.0,55,1.1631634595763858E-4,0,2709,0.0,0.1518400914153547
sjstats,,,7,0,7,0.0,0.0,0.0,0.0,0.034358595,0.0,42,1.158687901839933E-4,0,1076,0.0714285746216774,0.1655273316515345
RcmdrPlugin.coin,,,4,0,4,0.0,0.0,0.0,0.0,0.0022487687,0.0,42,1.2022001009945728E-4,0,273,0.25,0.2108964841305127
pAnalysis,,,2,0,2,0.0,0.0,0.0,0.0,0.013659663,0.0,45,1.116125181655746E-4,0,3095,0.0,0.121839448182916
glycanr,,,3,0,3,0.0,0.0,0.0,0.0,0.018253092,0.0,45,1.1189635222652205E-4,0,1246,0.0,0.15797984871568055
matchMulti,,,5,0,5,0.0,0.0,0.0,0.0,0.031912696,0.0,45,1.1331757981540305E-4,0,447,0.05000000074505806,0.2537551016739761
rankFD,,,4,0,4,0.0,0.0,0.0,0.0,0.03020456,0.0,45,1.1200783795554535E-4,0,3094,0.0833333358168602,0.06671543266127561
NPC,,,4,0,4,0.0,0.0,0.0,0.0,0.00500376,0.0,65,1.2589440927264E-4,0,1189,0.0,0.09285976152531765
kaps,,,3,0,3,0.0,0.0,0.0,0.0,0.0022378205,0.0,45,1.1303202286703483E-4,0,3093,0.1666666716337204,0.06477476688616127
uplift,,,5,0,5,0.0,0.0,0.0,0.0,0.019994792,0.0,45,2.0888410360744494E-4,0,16,0.0,0.17986282093173714
cointmonitoR,,,2,0,2,0.0,0.0,0.0,0.0,3.505901E-4,0.0,65,2.0082032052539246E-4,0,1457,0.5,0.028047549231053088
CollocInfer,,,5,1,6,1.0,1.0,1.0,1.8333333333333333,0.027030246,6.1209965E-4,29,1.1515438253385122E-4,0,3328,0.13333334028720856,0.03712030114598692
gpDDE,,,9,0,9,0.0,0.0,0.0,0.0,0.021281006,0.0,29,2.304224469469411E-4,0,3327,0.0555555559694767,0.19096549626809395
colorRamps,,,0,5,5,3.0,0.6428571428571429,0.7592592592592592,0.0,0.0,0.0024861032,17,1.0551808546768973E-4,0,3332,0.0,0.0
EEM,,,6,0,6,0.0,0.0,0.0,0.0,0.018044151,0.0,17,1.453299344363255E-4,0,3331,0.03333333507180214,0.146398749354619
Table1Heatmap,,,1,0,1,0.0,0.0,0.0,0.0,7.150709E-5,0.0,17,1.2345616298676425E-4,0,3330,0.0,0.004767205895914075
ChaosGame,,,4,0,4,0.0,0.0,0.0,0.0,0.015940357,0.0,17,1.3309760260135344E-4,0,3329,0.0,0.09941384821555006
Morpho,,,9,0,9,0.0,0.0,0.0,0.0,0.03543225,0.0,57,2.604954536545592E-4,0,3187,0.02777777798473835,0.13988786379621876
colorspace,,,0,70,70,6.0,0.2860202492211838,0.3277286135693189,0.0,0.0,0.025906365,11,1.0551808546768973E-4,0,3673,0.0033126294147223234,0.0
extracat,,,5,1,6,1.0,1.0,1.0,5.333333333333333,0.023737356,2.4341617E-4,17,1.1318739534919935E-4,0,3589,0.03333333507180214,0.12090143912784429
W2CWM2C,,,3,0,3,0.0,0.0,0.0,0.0,7.8519E-4,0.0,10,2.149261341336156E-4,0,3672,0.1666666716337204,0.019530483460550637
vcd,,,3,15,18,3.0,0.6382978723404256,0.7388888888888888,83.80952380952381,0.020768564,0.0067864256,42,1.0915457107441229E-4,0,3671,0.04575163498520851,0.02235702358135034
spacodiR,,,3,0,3,0.0,0.0,0.0,0.0,0.0041289255,0.0,1,1.1471597700893936E-4,0,778,0.0,0.05613960916761993
qgraph,,,21,12,33,4.0,0.64,0.8333333333333334,955.6833333333334,0.03850568,0.0040960684,29,2.8154338313490047E-4,0,42,0.034090910106897354,0.6708934523940422
prefmod,,,2,0,2,0.0,0.0,0.0,0.0,7.882302E-4,0.0,11,1.288746963613632E-4,0,3667,0.0,0.038505280776669905
effects,,,4,4,8,2.0,0.6111111111111112,0.6818181818181818,61.31666666666667,0.00693298,0.002837559,10,1.0929002594230838E-4,0,3666,0.0714285746216774,0.058921638582905826
pals,,,4,0,4,0.0,0.0,0.0,0.0,0.0013028779,0.0,35,1.4787689501810243E-4,0,3665,0.0833333358168602,0.02429768935646472
DiffusionRgqd,,,1,0,1,0.0,0.0,0.0,0.0,7.451376E-4,0.0,11,1.067993767190522E-4,0,3664,0.0,0.004767205895914075
BiplotGUI,,,7,0,7,0.0,0.0,0.0,0.0,0.02193177,0.0,9,1.2285990616272066E-4,0,3663,0.0,0.09332717712594082
DiffusionRimp,,,1,0,1,0.0,0.0,0.0,0.0,7.451376E-4,0.0,11,1.067993767190522E-4,0,3662,0.0,0.004767205895914075
munsell,,,1,4,5,8.0,0.2770229162441695,0.2989812103465061,861.0000000000003,7.451376E-4,0.0020349917,35,1.067993767190522E-4,0,3661,0.10000000149011612,0.004767205895914075
BETS,,,16,0,16,0.0,0.0,0.0,0.0,0.017253147,0.0,17,7.731183166810731E-4,0,1131,0.03750000149011612,0.5655923053668565
IsotopeR,,,5,0,5,0.0,0.0,0.0,0.0,0.0018547238,0.0,45,1.512726791099142E-4,0,2950,0.0,0.03712030114598691
TIMP,,,8,0,8,0.0,0.0,0.0,0.0,0.002840627,0.0,42,1.5551182330712996E-4,0,1853,0.01785714365541935,0.09990989155151994
DepthProc,,,9,1,10,1.0,1.0,1.0,30.0,0.04170523,7.012062E-5,1,1.3279626691705293E-4,0,130,0.02222222276031971,0.16310269269437006
optimization,,,1,0,1,0.0,0.0,0.0,0.0,7.451376E-4,0.0,11,1.067993767190522E-4,0,3364,0.0,0.004767205895914075
randomcoloR,,,1,0,1,0.0,0.0,0.0,0.0,7.451376E-4,0.0,11,1.067993767190522E-4,0,3363,0.0,0.004767205895914075
JBTools,,,4,2,6,1.0,1.0,1.0,17.5,0.005066727,2.8651385E-4,35,1.0959608319141164E-4,0,1860,0.10000000149011612,0.056095098462106203
snpStatsWriter,,,1,0,1,0.0,0.0,0.0,0.0,7.451376E-4,0.0,11,1.067993767190522E-4,0,3362,0.0,0.004767205895914075
Wats,,,7,0,7,0.0,0.0,0.0,0.0,0.023896744,0.0,11,1.5464433423993866E-4,0,3361,0.02380952425301075,0.12459741191770007
smacof,,,5,2,7,1.0,1.0,1.0,69.5,0.02172815,6.045276E-4,1,1.1807632713586688E-4,0,376,0.02380952425301075,0.2061084925963567
subspace,,,2,0,2,0.0,0.0,0.0,0.0,7.695382E-4,0.0,25,1.385764846776154E-4,0,1260,0.0,0.08771596648013129
forecast,,,8,43,51,2.0,0.8909090909090909,0.9387755102040817,910.5095238095239,0.019522235,0.012283791,11,1.3244854975371918E-4,0,3360,0.014509803615510464,0.12653807769281442
semPlot,,,10,1,11,3.0,0.4444444444444444,0.5416666666666666,180.66666666666666,0.01237932,0.0014031427,36,3.555639902264799E-4,0,25,0.08181817829608917,0.6487169032884461
simsalapar,,,3,0,3,0.0,0.0,0.0,0.0,0.0010695644,0.0,35,1.192240191565064E-4,0,3337,0.0,0.014301617687742225
msr,,,5,0,5,0.0,0.0,0.0,0.0,0.0048231725,0.0,10,1.1043038086871307E-4,0,2599,0.0,0.11078552313573685
trackeR,,,8,0,8,0.0,0.0,0.0,0.0,0.01970097,0.0,25,1.3045167785400043E-4,0,1484,0.0535714291036129,0.35667042480897
ftsa,,,7,2,9,2.0,0.75,0.8333333333333334,54.58333333333333,0.02135402,7.0737675E-5,11,2.3869238409916264E-4,0,900,0.1111111119389534,0.2310723464659449
NetOrigin,,,3,0,3,0.0,0.0,0.0,0.0,0.0041892775,0.0,11,1.0867262729089266E-4,0,437,0.0,0.29169481122732993
DiffusionRjgqd,,,1,0,1,0.0,0.0,0.0,0.0,7.451376E-4,0.0,11,1.067993767190522E-4,0,3336,0.0,0.004767205895914075
smoothAPC,,,3,0,3,0.0,0.0,0.0,0.0,0.0016035564,0.0,42,1.1076826328340145E-4,0,3335,0.0,0.04470066743509919
treemap,,,7,2,9,1.0,1.0,1.0,51.5,0.020693472,8.0978207E-4,25,1.1846992385458695E-4,0,2665,0.02777777798473835,0.2573539904481153
paramGUI,,,2,0,2,0.0,0.0,0.0,0.0,0.0014498837,0.0,11,1.076634088926413E-4,0,3334,0.0,0.019992143337444965
corr2D,,,5,0,5,0.0,0.0,0.0,0.0,0.006480421,0.0,10,1.633721530841281E-4,0,3301,0.05000000074505806,0.07414657602443683
metafolio,,,4,0,4,0.0,0.0,0.0,0.0,0.030583104,0.0,11,1.073181186020282E-4,0,3333,0.0833333358168602,0.02429768935646472
simPop,,,13,0,13,0.0,0.0,0.0,0.0,0.044473447,0.0,10,1.439620442311002E-4,0,2117,0.03205128386616707,0.22202935113413427
heatmaply,,,6,0,6,0.0,0.0,0.0,0.0,0.016991999,0.0,17,1.3813137404195268E-4,0,945,0.1666666716337204,0.4225576523229239
colorSpec,,,1,1,2,1.0,1.0,1.0,1.0,0.019630905,1.9745405E-4,25,1.0561299593075362E-4,0,3674,0.0,0.004767205895914075
photobiologyInOut,,,7,0,7,0.0,0.0,0.0,0.0,0.0068649296,0.0,25,3.809257230619745E-4,0,112,0.0714285746216774,0.24532942106128658
colourpicker,,,4,3,7,2.0,0.6666666666666666,0.75,25.4,0.014138641,0.001049905,25,1.1446540437006091E-4,0,3627,0.1190476194024086,0.1207535257755748
shinystan,,,14,1,15,1.0,1.0,1.0,26.5,0.02149208,0.0010543043,25,4.536856153824941E-4,0,1489,0.03333333507180214,0.4777136314286674
Factoshiny,,,3,0,3,0.0,0.0,0.0,0.0,8.7237713E-4,0.0,42,1.4651030536042372E-4,0,2376,0.0,0.21860043398672696
ggExtra,,,4,2,6,1.0,1.0,1.0,10.833333333333332,0.014137825,0.0020021335,17,1.4689110205171285E-4,0,3573,0.1666666716337204,0.1652109984137675
combinat,,,0,41,41,3.0,0.5892857142857143,0.6885521885521885,0.0,0.0,0.011245847,9,1.0551808546768973E-4,0,3699,0.0012195121962577105,0.0
REREFACT,,,4,0,4,0.0,0.0,0.0,0.0,0.00812531,0.0,36,1.11008021847202E-4,0,3698,0.0,0.03998428667488993
klaR,,,2,5,7,2.0,0.6923076923076923,0.7777777777777778,11.5,0.019954367,0.0010810536,9,1.0780056635990905E-4,0,3697,0.02380952425301075,0.00953441179182815
addreg,,,2,0,2,0.0,0.0,0.0,0.0,3.6394154E-4,0.0,42,1.2564373341591967E-4,0,3695,0.0,0.00953441179182815
label.switching,,,2,3,5,1.0,1.0,1.0,5.0,5.369215E-4,7.2982226E-4,57,1.1019705555227218E-4,0,3694,0.05000000074505806,0.00953441179182815
FLR,,,1,0,1,0.0,0.0,0.0,0.0,3.2346116E-4,0.0,9,1.0770565589684516E-4,0,3692,0.0,0.004767205895914075
PoissonSeq,,,1,0,1,0.0,0.0,0.0,0.0,3.2346116E-4,0.0,9,1.0770565589684516E-4,0,3691,0.0,0.004767205895914075
QuACN,,,2,0,2,0.0,0.0,0.0,0.0,0.0025844404,0.0,9,1.0827348657752049E-4,0,2699,0.0,0.10465514221462968
starmie,,,12,0,12,0.0,0.0,0.0,0.0,0.020306794,0.0,17,2.3589786390069157E-4,0,1145,0.022727273404598236,0.33458791926617804
DoE.base,,,5,6,11,2.0,0.8,0.875,57.5,0.02401872,0.0010850308,45,1.4413978173027098E-4,0,3670,0.06363636255264282,0.04335313321251953
symmoments,,,4,0,4,0.0,0.0,0.0,0.0,0.0045206,0.0,45,2.0234894633064732E-4,0,170,0.0,0.02429768935646472
MetaDE,,,2,0,2,0.0,0.0,0.0,0.0,0.0018776249,0.0,9,1.0807999764590513E-4,0,3690,0.0,0.01758981768543627
GameTheory,,,5,0,5,0.0,0.0,0.0,0.0,0.0012872311,0.0,65,1.6141794700660314E-4,0,3689,0.0,0.0395226267979956
qualCI,,,1,0,1,0.0,0.0,0.0,0.0,3.2346116E-4,0.0,9,1.0770565589684516E-4,0,3688,0.0,0.004767205895914075
sBIC,,,6,0,6,0.0,0.0,0.0,0.0,0.003067015,0.0,17,1.5841995428909423E-4,0,2690,0.0,0.14986829466232793
genetics,,,5,9,14,2.0,0.8,0.875,53.7,0.02531824,0.0013363779,23,1.1061529224985922E-4,0,3687,0.021978022530674934,0.029064895252378795
RMallow,,,1,0,1,0.0,0.0,0.0,0.0,3.2346116E-4,0.0,9,1.0770565589684516E-4,0,3681,0.0,0.004767205895914075
fcd,,,3,0,3,0.0,0.0,0.0,0.0,0.021106685,0.0,9,1.086675552407387E-4,0,3248,0.0,0.03323896959575819
SNPmaxsel,,,2,0,2,0.0,0.0,0.0,0.0,0.0043368563,0.0,9,1.0793922461454144E-4,0,3680,0.0,0.00953441179182815
BayClone2,,,1,0,1,0.0,0.0,0.0,0.0,3.2346116E-4,0.0,9,1.0770565589684516E-4,0,3679,0.0,0.004767205895914075
forensic,,,2,0,2,0.0,0.0,0.0,0.0,3.6189903E-4,0.0,23,1.1815265808291801E-4,0,3678,0.5,0.038505280776669905
pcIRT,,,2,0,2,0.0,0.0,0.0,0.0,0.0036466897,0.0,9,1.0792335101236791E-4,0,3677,0.0,0.00953441179182815
bayess,,,4,0,4,0.0,0.0,0.0,0.0,0.021041412,0.0,9,1.1046966696608627E-4,0,1799,0.0,0.04563736691648935
nettools,,,7,0,7,0.0,0.0,0.0,0.0,0.009306378,0.0,9,2.264584006489355E-4,0,346,0.02380952425301075,0.28016028241796054
prob,,,4,0,4,0.0,0.0,0.0,0.0,6.594374E-4,0.0,23,2.6614470827956386E-4,0,3676,0.0,0.0912276364143228
lllcrc,,,4,0,4,0.0,0.0,0.0,0.0,0.009935013,0.0,36,1.1178902912065115E-4,0,3675,0.0,0.04101807437284483
CombMSC,,,0,1,1,1.0,1.0,1.0,0.0,0.0,6.9649675E-4,41,1.0551808546768973E-4,0,3700,0.0,0.0
CommonJavaJars,,,0,3,3,1.0,1.0,1.0,0.0,0.0,0.0021460075,60,1.0551808546768973E-4,0,3701,0.0,0.0
mutossGUI,,,7,0,7,0.0,0.0,0.0,0.0,0.0015340005,0.0,60,2.6707101551593285E-4,0,3091,0.095238097012043,0.12470037176279147
Crossover,,,10,0,10,0.0,0.0,0.0,0.0,0.042068288,0.0,60,1.925586504269242E-4,0,680,0.02222222276031971,0.16987783117773245
gMCP,,,9,0,9,0.0,0.0,0.0,0.0,0.031008437,0.0,60,2.103552407275959E-4,0,3086,0.02777777798473835,0.0899944664227332
compare,,,0,3,3,1.0,1.0,1.0,0.0,0.0,0.0015918197,17,1.0551808546768973E-4,0,3702,0.0,0.0
MonoInc,,,4,0,4,0.0,0.0,0.0,0.0,0.0055966163,0.0,10,1.3800378349634892E-4,0,3188,0.25,0.04563736691648937
complexplus,,,2,1,3,1.0,1.0,1.0,0.0,0.00686579,7.6338014E-4,1,1.0841896145419178E-4,0,3704,0.5,0.022818683458244685
powerplus,,,5,0,5,0.0,0.0,0.0,0.0,0.02654061,0.0,1,2.903603952928185E-4,0,3703,0.15000000596046448,0.05423507922692732
compoisson,,,1,2,3,2.0,0.75,0.8333333333333334,1.5,0.019630905,4.2124646E-4,1,1.0561299593075362E-4,0,3706,0.0,0.004767205895914075
CMPControl,,,1,0,1,0.0,0.0,0.0,0.0,1.2116195E-5,0.0,1,1.504036162710783E-4,0,3705,0.0,0.009996071668722482
ggtern,,,12,1,13,1.0,1.0,1.0,28.0,0.0524015,2.7227312E-5,17,2.1519360036590084E-4,0,1546,0.057692307978868484,0.24947874895579492
CompQuadForm,,,0,14,14,1.0,1.0,1.0,0.0,0.0,0.0026803622,29,1.0551808546768973E-4,0,3716,0.0,0.0
gskat,,,5,0,5,0.0,0.0,0.0,0.0,0.007971068,0.0,29,1.2603440288768688E-4,0,2606,0.0,0.03712030114598692
MDMR,,,1,0,1,0.0,0.0,0.0,0.0,7.709451E-5,0.0,29,1.1192454172450206E-4,0,3715,0.0,0.004767205895914075
pedgene,,,4,0,4,0.0,0.0,0.0,0.0,0.00695866,0.0,29,1.2136842242141971E-4,0,3714,0.1666666716337204,0.05086623268929774
MVLM,,,1,0,1,0.0,0.0,0.0,0.0,7.709451E-5,0.0,29,1.1192454172450206E-4,0,3713,0.0,0.004767205895914075
gyriq,,,3,0,3,0.0,0.0,0.0,0.0,0.004147384,0.0,29,1.20325566785325E-4,0,3712,0.0,0.02235702358135034
MiST,,,1,0,1,0.0,0.0,0.0,0.0,7.709451E-5,0.0,29,1.1192454172450206E-4,0,3711,0.0,0.004767205895914075
tcgsaseq,,,4,0,4,0.0,0.0,0.0,0.0,0.01387846,0.0,17,1.3647523207417303E-4,0,3400,0.0,0.08895611666993325
seqMeta,,,4,0,4,0.0,0.0,0.0,0.0,0.008186561,0.0,41,1.4633197592663538E-4,0,1621,0.25,0.06275214499742975
iGasso,,,2,0,2,0.0,0.0,0.0,0.0,0.003926323,0.0,29,1.1218153423910197E-4,0,3710,0.0,0.00953441179182815
rvTDT,,,1,0,1,0.0,0.0,0.0,0.0,7.709451E-5,0.0,29,1.1192454172450206E-4,0,3709,0.0,0.004767205895914075
RVPedigree,,,6,0,6,0.0,0.0,0.0,0.0,0.011964496,0.0,10,1.2533770521020587E-4,0,3153,0.06666667014360428,0.12825520343258182
LGEWIS,,,3,0,3,0.0,0.0,0.0,0.0,5.0956523E-4,0.0,29,2.0456938611125065E-4,0,3708,0.0,0.02235702358135034
varComp,,,8,0,8,0.0,0.0,0.0,0.0,0.032669827,0.0,29,2.2239571437073137E-4,0,3707,0.01785714365541935,0.0999695343599815
compute.es,,,0,1,1,1.0,1.0,1.0,0.0,0.0,4.225471E-4,25,1.0551808546768973E-4,0,3717,0.0,0.0
MAVIS,,,10,0,10,0.0,0.0,0.0,0.0,0.01469079,0.0,25,4.917131339093416E-4,0,3519,0.02222222276031971,0.2442587008557426
cond,,,2,1,3,1.0,1.0,1.0,4.0,0.0018770569,1.9554174E-5,45,1.0845500971947463E-4,0,3718,0.0,0.01758981768543627
coneproj,,,1,7,8,1.0,1.0,1.0,6.5,0.0033232286,0.0012328618,29,1.0573578058321248E-4,0,3726,0.0,0.004767205895914075
ADDT,,,3,0,3,0.0,0.0,0.0,0.0,0.008216794,0.0,29,1.1913923794244947E-4,0,3725,0.0,0.02998821500616749
cgam,,,1,0,1,0.0,0.0,0.0,0.0,3.546046E-5,0.0,29,1.183574324267989E-4,0,3724,0.0,0.009996071668722482
ShapeChange,,,2,0,2,0.0,0.0,0.0,0.0,6.607758E-4,0.0,29,1.1965729311658691E-4,0,3723,0.0,0.014763277564636561
isotonic.pen,,,2,0,2,0.0,0.0,0.0,0.0,0.0065584835,0.0,29,1.1853582296559207E-4,0,3722,0.0,0.01999214333744498
ConSpline,,,1,0,1,0.0,0.0,0.0,0.0,3.546046E-5,0.0,29,1.183574324267989E-4,0,3721,0.0,0.009996071668722482
ShapeSelectForest,,,3,0,3,0.0,0.0,0.0,0.0,0.0011668191,0.0,29,1.211265063997724E-4,0,3720,0.0,0.04087016102057529
DoubleCone,,,3,0,3,0.0,0.0,0.0,0.0,0.026189389,0.0,29,1.1863073342865595E-4,0,3719,0.0,0.024759349233359058
conf.design,,,0,3,3,3.0,0.5263157894736842,0.6166666666666666,0.0,0.0,6.928878E-4,45,1.0551808546768973E-4,0,3728,0.1666666716337204,0.0
sFFLHD,,,2,0,2,0.0,0.0,0.0,0.0,5.113778E-5,0.0,45,1.5583469419711216E-4,0,3669,0.5,0.04542591446893465
planor,,,1,0,1,0.0,0.0,0.0,0.0,1.9929339E-5,0.0,45,1.354148813328139E-4,0,3727,0.0,0.004767205895914075
config,,,0,1,1,1.0,1.0,1.0,0.0,0.0,3.2759304E-4,25,1.0551808546768973E-4,0,3729,0.0,0.0
constrainedKriging,,,4,1,5,1.0,1.0,1.0,2.0,0.0019237942,1.6699733E-4,35,2.1495358537068854E-4,0,3731,0.20000000298023224,0.04563736691648934
georob,,,10,0,10,0.0,0.0,0.0,0.0,0.005806034,0.0,35,3.224760232113987E-4,0,3730,0.03333333507180214,0.1569581311716455
contfrac,,,0,1,1,3.0,0.46153846153846156,0.49999999999999994,0.0,0.0,9.857779E-6,23,1.0551808546768973E-4,0,3737,0.0,0.0
hypergeo,,,3,8,11,2.0,0.7857142857142857,0.8636363636363636,40.5,3.4272764E-4,8.9393725E-4,23,2.4161417992738936E-4,0,3736,0.0,0.019530483460550637
HAC,,,2,0,2,0.0,0.0,0.0,0.0,0.0013443456,0.0,45,1.1233963974574243E-4,0,621,0.5,0.06747614976151166
gofCopula,,,5,0,5,0.0,0.0,0.0,0.0,0.026000367,0.0,10,1.1342183830813825E-4,0,620,0.10000000149011612,0.10834631078208691
CoClust,,,2,0,2,0.0,0.0,0.0,0.0,0.0010559254,0.0,45,1.1256094380951388E-4,0,616,0.0,0.06747614976151166
SemiParSampleSel,,,9,0,9,0.0,0.0,0.0,0.0,0.013220091,0.0,45,1.3443208580609026E-4,0,155,0.0416666679084301,0.1326440001385516
PortRisk,,,4,0,4,0.0,0.0,0.0,0.0,0.020993697,0.0,11,1.1503203183854133E-4,0,613,0.0833333358168602,0.1219614364177786
copulaedas,,,4,0,4,0.0,0.0,0.0,0.0,0.0043176045,0.0,45,2.47066405207399E-4,0,599,0.1666666716337204,0.13303383114826706
lcopula,,,3,0,3,0.0,0.0,0.0,0.0,0.0037168097,0.0,9,1.1636712147873794E-4,0,611,0.1666666716337204,0.0774722214302341
pgee.mixed,,,2,0,2,0.0,0.0,0.0,0.0,0.004180526,0.0,45,1.1188854901614579E-4,0,610,0.5,0.06747614976151166
CoImp,,,4,0,4,0.0,0.0,0.0,0.0,0.0021138862,0.0,65,1.1881912379143194E-4,0,609,0.0,0.08223942732614824
BivarP,,,3,0,3,0.0,0.0,0.0,0.0,0.0017462787,0.0,10,1.2996739956658401E-4,0,608,0.0,0.08029876155103384
sgee,,,2,0,2,0.0,0.0,0.0,0.0,0.004180526,0.0,45,1.1188854901614579E-4,0,607,0.5,0.06747614976151166
surrosurv,,,9,0,9,0.0,0.0,0.0,0.0,0.021995636,0.0,45,3.0534577014120986E-4,0,606,0.0416666679084301,0.27233109744011624
tailDepFun,,,3,0,3,0.0,0.0,0.0,0.0,0.00436053,0.0,45,1.1578813108550981E-4,0,605,0.1666666716337204,0.07224335565742573
censorcopula,,,1,0,1,0.0,0.0,0.0,0.0,1.6713074E-4,0.0,45,1.1165498029844951E-4,0,603,0.0,0.0627089438655976
HiDimMaxStable,,,6,0,6,0.0,0.0,0.0,0.0,0.0011654219,0.0,45,2.1690879318562447E-4,0,602,0.0,0.1112909428509255
CopyDetect,,,1,1,2,1.0,1.0,1.0,12.0,2.3137894E-5,6.960586E-5,25,1.4033299333141504E-4,0,3739,0.0,0.030628236011350198
RndTexExams,,,2,0,2,0.0,0.0,0.0,0.0,0.0024200028,0.0,25,2.2522879182467474E-4,0,3738,0.0,0.04191239062450514
AppliedPredictiveModeling,,,4,0,4,0.0,0.0,0.0,0.0,0.029157456,0.0,9,1.371202376553936E-4,0,2830,0.0833333358168602,0.05892163858290588
ExplainPrediction,,,1,0,1,0.0,0.0,0.0,0.0,4.3278615E-5,0.0,9,1.3619023796416244E-4,0,2829,0.0,0.015224937441530894
corpcor,,,0,72,72,3.0,0.7346938775510204,0.8287037037037036,0.0,0.0,0.028791837,45,1.0551808546768973E-4,0,3773,0.002347417874261737,0.0
cate,,,5,0,5,0.0,0.0,0.0,0.0,0.02050994,0.0,45,4.035405389478084E-4,0,3756,0.15000000596046448,0.04475149257080403
esaBcv,,,2,1,3,1.0,1.0,1.0,1.0,8.337717E-4,5.8992166E-4,45,1.366605811605274E-4,0,3772,0.1666666716337204,0.00953441179182815
MAVTgsa,,,5,0,5,0.0,0.0,0.0,0.0,0.024229392,0.0,45,1.1469834029726024E-4,0,3116,0.0,0.07092564283907679
MultiOrd,,,4,0,4,0.0,0.0,0.0,0.0,0.012181691,0.0,45,1.0862452630226683E-4,0,3771,0.0,0.034755420902081544
D2C,,,6,0,6,0.0,0.0,0.0,0.0,0.023976596,0.0,29,2.0788906005864382E-4,0,2754,0.0,0.09713264794866702
spduration,,,6,0,6,0.0,0.0,0.0,0.0,0.031516705,0.0,17,1.53390965871775E-4,0,3770,0.03333333507180214,0.03383210114829287
perARMA,,,5,0,5,0.0,0.0,0.0,0.0,0.007485702,0.0,65,1.4465208887665148E-4,0,3769,0.05000000074505806,0.06326463001002888
miRtest,,,3,0,3,0.0,0.0,0.0,0.0,0.020475976,0.0,36,1.971426608432739E-4,0,3768,0.1666666716337204,0.027585889354158757
PoisNor,,,3,0,3,0.0,0.0,0.0,0.0,0.011364549,0.0,45,1.0717574455189269E-4,0,3767,0.0,0.019530483460550637
qtlhot,,,4,0,4,0.0,0.0,0.0,0.0,0.005233121,0.0,36,1.1357709269270582E-4,0,3766,0.0,0.0190688235836563
